web_scraper_order,web_scraper_start_url,data,name,data2,data3,data4,data5,image,image2,image3,image4
1781229779-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,E***a,Kain puanass pollll....kecewa berat,2 orang terbantu,Lebih dari 1 tahun lalu,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/79bf3755b33347f593d77ce77b5dc60a~tplv-aphluv4xwc-white-pad-v1:200:200.webp?lk3s=fddc9f6c&x-expires=1781240568&x-signature=nxdayh5gZ9YPJaLodZy6q6vFv44%3D&x-signature-webp=nxdayh5gZ9YPJaLodZy6q6vFv44%3D&ect=4g,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,p***h,,1 orang terbantu,Lebih dari 1 tahun lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - XL,A***i,"Parahhh jelek bgt ini baju, bahan panas, cuttingnya gak bgt baju polo tp sangkin pendek depannya jadi naik puser kelihatan 😡,di ukur panjang baju hanya 60 cm tidak sesua...",3 orang terbantu,Lebih dari 1 tahun lalu,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - L,H***o,Sangat tidak recommended pengiriman nya lama banget tidak ada respon dari toko,1 orang terbantu,Lebih dari 1 tahun lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Jet Black - M,Q***w,Kurirnya kek keong lelet.. 3 hari pengantran.,Membantu,Lebih dari 1 tahun lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - XL,F***k,Baju jelek mahal nggk pantes dipake kek b*ngke,Membantu,Lebih dari 1 tahun lalu,,,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Grey - M,D***s,Masa begini min,Membantu,10 bulan lalu,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229779-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Varian: Brown - S,J***y,"Serasa beli baju 50 ribuan.. Jahitan ambrul..gampang kebuka jahitan nya alias gampang sobek...ta sobek sekalian baju nya, kesel bet sumpah 😡",8 orang terbantu,Lebih dari 1 tahun lalu,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2764%27 height=%2764%27/%3e","data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g
1781229808-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,kain nya gak setebal kain baju warna yg laen,U***q,Varian: Grey - L,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Produk tidak sesuai dengan barang yg dikirim.sy mau minta pengembalian barang dan dana saya dikembalikan 
.gmn cara",H***u,Varian: Jet Black - S,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Kualitas produk: Bahan panasa dan barang tidak sesuai dengan pesanan, bahkan barang sudah dikembalikan tapi penjual tidak mengembalikan dana saya.",K***k,Varian: Brown - XL,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Tidak sesuai harapan,J***m,Varian: Brown - XL,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Nyesal bget beli bajunya nggk tahan keringat 🥵,Z***j,Varian: Jet Black - M,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Barang yang dikirim berbeda sama yang di pesan.,Q***t,Varian: Maroon - M,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Barang tidak sampai,H***k,Varian: Jet Black - L,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kain terlalu tebal,B***m,Varian: Marine Blue - XXL,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Barang tidak sampai,S***v,Varian: Jet Black - M,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229808-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Jahitan jelek,M***a,Varian: Maroon - XL,5 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,banyak jahitan gak rapi iklan doangg,H***d,Varian: Brown - M,7 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Lama jinggg masa seminggu,mana paketnya nyasar",Y***j,Varian: Brown - M,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Sudah saya co tapi paket tidak saya terima,M***o,Varian: Brown - XL,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Paket cepat sampai dan sesuai tapi kurir nya gak ramah mudah emosional ditanyain,X***x,Varian: Brown - S,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Kualitas produk: Jelek
Nyesel belanja di sini kualitas buruk",W***x,Varian: Maroon - M,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-6,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,pengiriman lama,O***k,Varian: Brown - L,5 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-7,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Besar tapi pendek kalo dipake kayak crop top gak cocok buat orang gendut,E***t,Varian: Jet Black - XXL,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-8,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,2 bulan baru sampe wak,F***q,Varian: Brown - M,4 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-9,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bahannya panas,F***f,Varian: Brown - M,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229828-10,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kualitas produk: jahitan gak rapi,K***j,Varian: Brown - L,2 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229857-1,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Ga jelas produk cartiera pilih coklat yg datang maroon ga rekomen,U***z,Varian: Brown - XL,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229857-2,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,PENGIRIMAN YG GAK JELAS DI NOTIFIKASI YG SAYA DAPAT BARANG DI KIRIM MAKSMAL TGL 10 MARET KETIKA MELEBIHI BATAS AKAN MENDAPATKAN VOCHER SEDANGKAN BARANG DIKIRIM DAN DITERI...,J***q,Varian: Jet Black - L,3 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229857-3,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,"Kainnya tidak sesuai ekspektasi, dan ukurannya pun kecil pas dicoba. Masa UK L nya nggak panjang malah melebar",P***m,Varian: Brown - L,9 bulan lalu,1 orang terbantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229857-4,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Kain nya jelek,P***v,Varian: Brown - L,8 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
1781229857-5,https://www.tokopedia.com/cartiera/loco-polo-cartiera-scuba-280-gsm-boxy-polo-shirt-pria-kaos-kerah-lengan-pendek-1729904256308118989?extParam=ivf%3Dfalse%26keyword%3Dkaos+loco+poco%26search_id%3D2026060604094634ED066DF378EF0B643P%26src%3Dsearch&t_id=1780719014063&t_st=1&t_pp=search_result&t_efo=search_pure_goods_card&t_ef=goods_search&t_sm=&t_spt=search_result,Bajunya GK sesuai  dengan foto,J***o,Varian: Jet Black - M,9 bulan lalu,Membantu,,"data:image/svg+xml,%3csvg xmlns=%27http://www.w3.org/2000/svg%27 version=%271.1%27 width=%2732%27 height=%2732%27/%3e",https://images.tokopedia.net/img/cache/100-square/default_v3-usrnophoto.png.webp?ect=4g,,
